184353,"145064,21,146066,159831,158927,21222,97940,154587"
5117205,"110277,140960,108632,1575,11061,102883"
222191,"6702,101280,111790,106625,21699,21698,104578,9253,112151,105310,108623,102976,97940,101165,101167,15809,20464,112124,101922,20994,20992,101348,21364,100668,105333"
98730,"2001,9893,20827,5684,105857,101261,820,7785,21001,130003,20577,100661,7645,10721,20912,440,12191,1932,99426,350,18679,126905,5081,157883,1534"
6048642,"20665,14719,11061,1535,104578,110277,9253,16498,21450,130003,120377,131586,146722,20464,116589,5114,139630,99147,21234,19815,20958,101348,131942,21827,102883"
733005,"1096,1,2001,21745,32,437,125367,97917,87,82,1092"
5314699,"21460,9756,849,124223,107068,1887,156632,12189,21827,7791"
6008042,"20458,142877,20626,145139,137822"
5316064,"6547,120120,20464,124153,1735,21234,113415,11061,101922,105333,117193"
612676,"20954,21804,126403,20464,20770,21170,21647,105334,161645,21827,101759,8142,97940,11061,108430,16662,99263"
6060879,"101347,2034,101348,101903,6045,131573"
5210134,"21699,21306,21234,98291,102883"
152015,"21400,10087,11741,20755,19603,20946,20792,5114,98035,98314,9260,21399,20910,98449,99423,100876"
6696719,"477,137683,103543,101920,47,6547"
5931022,"21858,14131,18617,100183,125038,101281,101499,21460,104937,21316,20912,116589,97832,108268,133412,128546,100178,6045,98505,21613,101992,21827,143270,113693,98747"
235979,"17831,133844,101474,129898,98437,3229,127050,20832,143270"
6036880,"131518,145139,21033,150672,241"
5351182,"21,21459,20,116589,1735,1519"
767937,"104578,110277,129874,16498,116589,113717,20958,131586,99147,131681,142329,101922,171018"
5293632,"21804,112151,16498,21096,101759,113415,11061,101922,20447"
5260451,"20954,20993,20665,108430,20829,126288,249,104578,110277,6811,12189,9989,21186,21519,111734,99147,20811,6045,14713,21709,21170,20992,164,101381"
5183905,"20954,1,66,339,109298,9253,7785,32,601,20607,759,9756,437,5680,47,523,6547,1210,105228,227,387"
913172,"130586,156039,113596,110277,132474,135102,116267,155907,109261,114840,130298,152523,146850,144553,153332,21685"
5165696,"21,4081,5678,20464,20923,918,21311,113415,21366"
6291474,"21170,100643,125367,12189,154587"
5342230,"20613,5114,5081,11061,6547"
6372053,"457,33,7588,1210,2246,578,441,1485,2559,11061"
280445,"21459,205,20464,1,5114,21507,5630,6746"
759906,"20613,813,21698,1,20755,20665,16498,101348,5114,21519,21827,101759"
6285555,"21647,124858,11061,1535,392,120120,142838,20722,21450,21507,9919,20668,21425,20464,5114,21234,101922,108463,21170,20770,20755,140960,20670,101921,114124"
668631,"199,98460,99426,338,30,437,21519,7724,431,113415,14467,20799,198,790"
6839677,"13767,9926,20796,87494,11135,21679,101381,21311,103223,8063,111305,20371,20684,11123,4814,3092"
938577,"9253,13601,8074,20464,20661,18153,9513,21196,105310,101348,20623,2116,114124,1889"
405577,"100182,108759,20021,124140,20594,114308,11757,21403,140999"
246409,"21,101280,99749,101347,101759,103572,108111,101024,100182,104578,101474,103139,100185,101167,99000,100722,99263,103222,103874,101283,21305,98437,20832,101921"
226136,"21,100240,813,20605,21459,20,136,16498,14719,20958,20850,21087,1735,99147,11061"
5935580,"20954,113596,66,125367,151384,161645,101759,112641,21698,166216,113538,127230,10165,130003,120377,153152,578,21234,20992,227,143270"
859149,"97922,20,16498,101759,21234"
275728,"269,20605,2001,99749,1735,20623,11061,1535,104578,9253,1530,7311,17074,20799,5114,4181,101922,20613,108489,11757,1575"
47982,"114236,108632,116006,115113,114308,113813"
6323893,"21400,125367,15689,161645,21399,104157,100922,9253,166216,127230,101291,11597,130003,120377,889,131586,135136,153152,139274,124080,21202,103047,9260,5081,143270"
386942,"108465,151807,127230,119661,120377,102976,154587,128893,101922,105333,108511"
211606,"857,132405,3974,101291,5074,104157,6675,101922,99263"
638303,"20613,1,2001,18679,20755,21459,30,16498,20,21507,21087,20623,1535"
5138044,"21,125367,21519,129201,97940"
6714502,"154384,108465,161645,126819,142329,108511,125038,120120,142838,114087,155227,130298,918,128547,141534,116589,119661,114129,124032,128546,116742,140350,148970,140960,113108"
5173854,"3786,127230,32,30,11061,1535"
562918,"21,108465,1604,2001,113717,21087,161645,355,11061,392,874,32,20596,21507,130003,22,20912,3972,268,205,108632,14349,210,223,105333"
6426215,"2904,2001,5962,5114,110354,1735,20736,853,21234,11061"
951783,"10165,5205,66,103047,130591"
5271792,"20954,5341,11061,170,392,97986,249,21718,142838,32,101291,20791,10012,11741,124080,199,2034,21719,223"
6333519,"21,104276,131680,131518,112323,21459,97940,101167,21856,116674,105190,112124,113936,155211,100166,139630,20920,117193,100668,105333,129196"
337571,"154587,19603,21450,20792,161645,1575,14741,11061,21366"
6189742,"126403,15051,18507,98511,147885,127230,32,339,141911,130003,101001,431,112802,1535,98460,108430,20447"
825752,"21698,97922,877,6114,20474,30,16498,1735,11061,1535"
277664,"21365,97668,21565,14719,21360,20745,21459,20807,21450,98389,99423,20799,98549,20923,105156,21639,20789,20474,99539,99734,227,102883"
296770,"20954,101347,20626,21311,99629,11061,1535,104578,877,127230,100388,20596,20850,105334,20606,21686,20668,20464,578,98503,101922,20447,101972,101348,105228"
