167478,"20458,18893,21006,11843,5150,21364,143338,107961,100922"
899817,"283,21096,20931,322,110349,1535,104578,110277,877,111762,16498,100388,105334,21507,124194,8129,21519,4087,99147,113415,21709,99426,20992,20958,19"
6362171,"98034,6774,795,440,103139,855,105081,667"
6823682,"127976,98436,20770,171038,139821,99629,11757"
173159,"98505,21709,1,164212,14131,21507,20955,98292,20910,148370"
644005,"20954,21698,21459,20755,21519,101759,97940,20789,101922"
143925,"586,457,820,33,416,743,437,2246,1033,5114,1029,19,57,387"
497292,"20,16498,20958,21519,19815"
6966206,"11771,16894,21049,101291,101348,106625,20725,15487"
786442,"16498,101348,21507,1535,105333"
366593,"820,269,2904,20872,10087,9000,20,21749,20698,8676,11061"
5354025,"20613,20829,116242,20458,20605,108465,101280,16498,17729,11617,130298,97880,11757,20832,20920,20994,105333,99263"
49447,"97986,15051,21823,18679,9756,107660,105228,21507,21123"
6085340,"21,813,116674,269,114099,101302,1735,97940,263,142853,142329"
6267204,"145064,140439,164244,148969,141785,4224,166216,142877,154965,151806,98005,21507,155963,9656,101338,153152,130591"
752643,"104578,16782,98707,107660,101291,21450,597,11061"
5205082,"21,101280,20755,20923,98503,512,105333,104647"
6567683,"1943,20931,20623,7193,132126,136430,9253,100388,101291,570,2000,790,128547,759,323,1462,437,124080,138565,97922,205,26,108489,1033,387"
6161958,"151807,124080,105310,99263,145545,142853,98659,99423,21856,153845"
5270793,"126791,116742,110277,108465,116752,119661,97940,116588,129874,108511"
806285,"21,100240,21698,104276,20605,6702,20464,20474,20,20755,20992,14719,100166,1735,97940"
301232,"1,101347,143653,339,132126,10165,130003,113359,154587,139274,6774,100855,30,21202,2593,18679,174788,98444,227,19"
298035,"98460,1943,101348,101922,105333,11577"
209616,"199,2904,16498,5114,21519,110349,1575,21234,1535,21428"
135848,"232,820,283,26,9756,98478,440,2225"
336010,"21804,2001,101922,99539,21519,1735,101759,11061,102883"
263624,"21,108430,20665,101922,105333"
34935,"16067,269,20661,16498,7674,4181,9989,627"
625516,"2904,205,4224,30,1575,1535,101338,6547"
5216424,"13601,205,4382,99699,185,130003,918,790"
838160,"20668,20605,21170,124153,20755,20665,111762,145139"
789986,"3588,437,601,3701,164,227,21507,21234,19489,98460,5365"
5952895,"20755,16498,124080,156067,20623,21234"
772462,"16774,1,21858,10165,21450,14349,120851,131942,21507,98314,21123,21261,20590,102883,12413,19489"
718713,"21,11771,21804,151807,877,140960,16498,100388,20946,21519,99578,918,21827,1575,113415,1535"
5957330,"21,20801,20665,20946,107226,18661,142329,98291,249,112151,21686,21472,20701,20668,6045,129874,14713,97863,7054,21773,14227,2034,334,325"
6413403,"5040,7785,877,21175,9253,101302,1095,2154,1735,20972,263,11061,3002,101338"
143291,"16067,21875,20755,136,20556,2966,1519,21319,71,8425,21355"
202551,"20954,2202,9253,16782,20665,19603,21519,2966,12029,1575"
606945,"1943,26,437,97917,889"
6233504,"2167,199,934,4224,145139,4181,11111,1889"
509422,"21,20661,20431,5114,1575,13125"
5228396,"21400,21745,32,11981,17074"
5959130,"20954,125428,109586,889,97832,1430,20978,1726"
11355,"11285,2001,18153,16498,11499,9989,7791,11013,13759,8074,11887,5680,10719,19815,8769,20447,6547,18679,18671,14741"
316247,"100179,13663,21092,4038,137312,635,21184,21838,20534,19117,18677,7148,20590,11179"
6150967,"20954,166104,104157,1535,101291,116267,102976,154587,20889,9989,154967,132405,161474,141212,21519,143338,21234,431,141208,199,16934,4224,127371,18671,14741"
5932509,"120120,112151,185,105310,101291,130298,120377,99423,114308,113415,101922,19613,161964,20594,11757,143270,20832,98659,105333"
6271053,"877,12355,8129,21858,9756,20992,2034,852,512,130003,2150,322,20972,161645,1535"
6406052,"17549,15583,98436,154412,20665,170130,150672,112609,16498,101291,154587,112608,21856,21202,1887,19815,113415,99263,98444,155890,11757"
201503,"21400,21520,100815,21262,21745,11597,15689,9260,5081,20593,21399,17074,20918"
791335,"20954,2251,21459,107660,5114,114535,100166,11061,21856"
5111227,"101280,101474,116006,21087,98437,19815,105333"
930012,"101759,104454,1535,97986,21196,21507,21123,101165,20464,8074,21776,20923,7674,105156,106479,21234,20920,101922,4224,20755,100668,105333"
6657006,"166610,171018,153518,136804,151639,151970,160090,154587,101922,153152,153288"
843453,"21,20613,107201,21507,108430"
824538,"33,9253,1,4898,11061,20607"
5166263,"21776,10161,101759,21827,113415,11061,102883,20607"
6310564,"20997,16498,124080,146984,97940,11757,103572,131681,21355"
6384396,"21699,21,155783,20520,127230,30,136804,120377,464,183423"
455999,"21,1735,97940,99147,113415"
5151093,"20,185,18,107226,187,101922,186"
5108833,"21,21709,6702,9253,101972,18689,30,99483,21355,5114,173,21311,918,6746,11061,98460,235,13125"
318320,"21459,20474,20931,1735,101922"
5350071,"6213,13759,8937,16049,124080,116267,130003,104462,141208,137822"
966947,"457,9969,21733,468,30,114129,17074"
242619,"20997,21825,131681,150672,21509,110277,9253,104578,97672,16498,99578,120377,131586,21355,20872,132405,116589,7724,99147,154965,20613,20958,21127,101921,105333"
6309224,"21804,21709,98034,108631,113936,124080,154965,99578,100977,105333"
6050481,"813,110277,269,21175,112153,16498,145139,113415,1535,101922"
6020661,"100240,20605,142838,158928,127230,20850,21679,102351,21311,103223,101759,21711,155907,1535"
824702,"104578,110277,20,136,16498,20958,1735,99147"
6304693,"20954,112609,2001,147864,20993,139587,8876,12189,129190,128893,157397"
6143066,"100723,21087,131681,142329,140439,110277,104578,112151,21175,21459,127230,101302,16498,21507,130298,21856,100166,20811,99147,137822,813,20958,127271,223,101338"
485647,"17074,2001,20992,101348,5114,98478,21507,101903,113415,1535,14513"
863333,"20613,6213,20605,3588,3457,101347,1535,687,116006,117343,101759,97940,21827,114085"
6018382,"21,151806,131680,153845,131518,142838,139369,143277,130298,150075,139820,151801,145139,139630,139498,146233,140999,154965,139587,151252,141949,153629"
195812,"104578,9253,2001,849,20792,5081,150672"
314879,"1,205,101347,2418,2397,101348,142329,101922,11061"
66014,"97983,99507,113596,99750,124132,21815,21813,10408,142769,114963,5081,21399,98779,21827,97821,99263"
5963404,"140439,127230,125367,98202,21827"
903880,"18277,101310,100891,101024,21196,166828,20458,20872,13759,99468,8769,101922,4654,21131,14813,4224,100668,14741,101921,132532"
394869,"20954,136430,2904,9253,99750,1142,1210,10165,98478,124194,154587,4181,6045,20607,110355,11061"
532199,"132405,124153,16498,101291,21450,101922,112641"
6000682,"21,112301,101280,20605,21459,20,133844,116006,11617,1735,139630,97940,113415,11061,9919,101922,99263"
6152817,"21,145064,142853,120120,9253,16498,356,101348,5114,145139,163329,97940,113415,128893,105333,6033"
976611,"21,8795,6702,20997,20464,21459,4224,20,113425,130298,11553,20832,21595,114065"
775284,"20954,21698,104578,9253,20,5114,1735,21827,11757,1535"
742430,"21,20605,20665,11061,1535,100922,108511,97986,16498,918,154587,20,119661,105156,18897,113415,19815,20613,20474,20483,101348,21827,1575,101921"
5274570,"99749,98298,1735,106625,2577,134732,21698,10370,105310,5231,97940,21355,20464,20,113936,119661,101922,20992,5962,108632,146984"
558493,"21,21175,21459,16498,1735,6033"
6030612,"97986,130298,21218,138565,106479,101759,150695"
5262717,"140439,108465,146953,330,116267,21519,1575,17895,268,141208,20447,12445"
5980947,"5680,99916,19,124194,790"
134896,"232,97986,101169,103110,128890,98707,21450,107660,127721,512,19,2150,87495,3002,98460"
502104,"145064,199,21679,99578,161645,11061"
480512,"112151,245,99750,12355,100643,4181"
443206,"6746,232,18153,7662,108463,8129,101922,59,339,12189,5630,114888,113415,14467,14513,14741"
594379,"20954,21049,2890,107660,113428,21087,20754,11061,150672,1535,16592,16498,133965,20668,20464,20923,102969,98503,100977,113415,4224,140960,141911,210,112802"
5220574,"21459,14227,2923,105334,853,101922,530"
246507,"104578,110350,73,21451,71,108147"
497384,"111762,30,100388,98503,105334,98478,124194,853,17074,21366"
217258,"21804,199,9253,205,1,20981,10165,578,101348,5114,47,21341,21827,21234,6675"
77902,"21,13601,20431,161645,10087,20996,21450,4155,154587,777,20668,5114,113415,431,20770,99699,20792,141911,21719,131573"
423326,"2001,21637,32,131942,4565,4107,210"
6084888,"21,20605,159831,21087,20623,101759,11061,1535,136430,155783,97986,127230,570,120377,98460,145064,145139,21519,47,129201,113415,101348,105228,6675,101338"
275802,"104578,97668,101348,107226,21087,101903,18897,114888,101921,21349"
5115234,"199,104578,9253,5114,4181"
6569345,"199,2001,1,26,30,16498,103221,339,20722,10495,5114,20799,486,4039,1430,20607,2828"
199334,"13759,11739,18671,14741,10460"
5208483,"21,169755,156822,153406,139095,1669,163139,288,1668"
7014399,"21718,10012,19603,356,20792,169,21719,20791,3783"
6428912,"136430,155783,205,99699,101348,120377,21827,20832,113415,142329,19815,21355,12413"
313194,"126403,114124,9253,10087,20755,21499,21827,101759,154587,1535"
6269793,"9515,140457,177104,157397,153332,12729,153518,17247"
52498,"21,20,101302,1735,20657"
6406115,"20954,97668,14719,339,21087,129277,104578,110277,666,16498,21450,21507,437,2246,102883,99147,431,101351,8795,205,20474,20958,131942,64,101338"
411798,"8795,104276,205,1,18679,21459,9756,30,32,317,98549,731,1358,117193,530"
273101,"20954,269,1604,13601,20997,20623,20457,108553,113917,101302,105334,889,102976,124194,98460,112301,12355,2889,97880,19"
527413,"110277,9253,2001,934,21092,32,20792,21399,21701,21355,6547"
6372291,"20954,100182,108759,9253,19603,21127,20792,20594,11757,1575,11061"
624667,"3588,205,20661,20,21647,21421,1210,101291,4898,21507,21190,99578,322,6747,21261,21711,99629,14289"
591266,"146722,101571,20474,20981,20799,21450,14719,20057,102883,131942,107660,47,21519,99900,1033,21778,98460,105333"
522684,"4224,16498,5114,97940,98460"
6121661,"138425,101573,158704,6164,109287,1535,143270,100388,139751,97940,263,11771,3588,124080,107068,99468,855,137822,1564,149028,138424,140960,140830,20047,153629"
433204,"21825,98436,20661,20665,107660,106625,101759,21509,104052,16592,16498,100388,99425,133965,124845,108357,3588,9756,5114,21234,101922,108463,18115,105228,5060"
6663087,"16782,11843,8675,98596,120220,20826,103572,130003,162804,20448,154587,10119,19815,110595,98240,12679,113692"
437622,"109403,2403,10495,5081,7593,18857,10278"
709198,"101349,30,108632,100353,5114,97880,113813,101167,108307,99263"
141503,"16782,21745,11061,171018,21698,9253,100815,10357,113538,101302,21507,154587,20464,21776,30,107069,1210,20992,101338"
5143866,"20665,21096,108430,100388,133965,106286,99578,124194,154587,232,105018,129201,113415,199,166794,140960,20992,103047,153518,21128"
6382693,"136430,97986,21355,21613,21127,5114,1575,154587,777"
5217988,"20464,226,140960,127230,16498,21613,100388,111734,97940,11757,101922,108430,31"
952929,"112649,110277,108465,113415,126213"
135628,"101349,2251,101281,100077,30,21495,8426,21096,21519,19,57,15809,6746,20607,20529"
6288894,"3588,20474,16498,20958,20799,21128"
5146746,"108465,20665,4898,2966,105914,11061,1535,130298,21701,13759,11887,21776,21202,97832,4181,19815,268,2167,147864,4224,1575,14741"
6938508,"20962,15195,8479,5060,7337,125351"
198934,"20954,199,21058,21313,20555,21647,20665,10800,101215,20596,105334,853,21258,431,6045"
766416,"104578,9253,19,11061,3002,100922"
5334519,"131878,239,4224,2835,98707,2246,5680,227,148048,95,885, 5081"
5188154,"9253,245,20807,7338,5081,21123,21394,1575,21234,11061,100922"
5190208,"20668,20464,10161,21647,20755,100388,21311,21827,431,6547"
807044,"107351,20665,111790,107263,106625,101759,20829,21698,21804,113538,100388,21244,98885,98884,20464,20884,113936,21120,21348,113415,19815,20447,20992,98314,105333"
5939778,"1604,108463,115230,3588,126357,21128,12189,101759,114121,98659,21832,20447"
894020,"21175, 1735,20,20635,6033"
32213,"12365,20946,21462,7674,10030"
5187633,"20954,126403,104578,20464,124194"
240026,"20997,132405,11111,4898,114535,130003,101001,1535,20799,21685"
