5925621,"21804,269,110277,20,101348,1735,20623,1575,11061,1535"
902124,"21,99750,339,5114,112641"
5141358,"20829,10294,120120,108465,106319,105074,21249,20503,103139,20729,105989,11553,98659,20910,98251"
6247520,"150653,99940,158704,21858,339,101001,141391"
5127175,"21,21825,339,21509,16592,97672,21355,14289,99750,115230,11887,20464,124080,4181,21234,101351,101922,6547,2167,14713,21499"
6269823,"245,339,2966,7769,79,20910,43,9253,8675,110354,21507,889,162780,10396,4382,2246,6,2605,7054,18679,1691,226,4722,6746,650"
5259632,"112609,11771,101280,20923,131520"
5318908,"21,104578,110277,20,116752,20958,16498,1735,101759,97940,99147,1535,21856,117193"
6970317,"20954,101280,125367,151384,150672,171018,112641,235,168139,9253,116867,154587,21403,145064,124080,21202,106479,113415,139498,137822,175019,140960,11757,101921"
845652,"249,17265,21459,114087,18115,112153,6811,21519,20729,21236,45,99423,14513"
5164759,"146066,16067,21459,110270,136804,20920,101291,21202,132456,110354,120697,107717,116588,113415,112608,19815,101351"
480968,"21698,108465,16782,20807,12355,10162,16498,2418,10408,5114,105228,1735,21827,154587,6675,101338,112641"
6134518,"21,145064,21170,20755,127230,20799,14719,21450,101348,102883,142329,101922,11061"
622855,"99255,111790,112625,109963,106625,104580,21804,21698,113538,21518,9989,98034,98702,114043,20464,20923,100773,100977,20789,20992,99539,108928"
6244152,"154745,16498,145139,142329,150672,101922"
5278118,"10271,7785,30,339,98478,227,5081,85,20607"
5989982,"21,115138,16782,21067,20661,101347,110277,20722,16498,106286,166240,21498,101496,21519,142770,522,6892,113417,3220,199,105333"
619403,"21825,10408,20754,21509,112641,249,18507,97672,32,6811,99423,98460,20701,20464,115230,113050,21512,98153,108463,20770,20755,98033,101921,105333,21128"
982199,"21,20829,20954,124080,105334,21861,11061,101922,137822"
696146,"10087,21776,11741,19603,16498,20792,5114"
5319251,"97986,110277,155783,126403,21459,16498,20623,129201,101759,110349,155907,14513"
6629230,"20954,101313,269,20997,20931,110349,1535,105807,127230,105310,163270,112686,156039,20923,21519,142770,106479,152137,21234,6547,125428,20594,10793,114963,11757"
204984,"20954,98436,18153,111762,124080,101348,138565"
5926744,"199,10389,2890,103221,9760,322,513,853,431,6045,10029"
6427451,"21,21804,21709,120120,113415,102883"
573690,"99424,21858,20983,14349,21202,19815,19489"
682377,"2001,339,109298,20623,5681,110349,11061,97986,110277,98460,21776,21202,5114,102883,107717,21234,113415,99426,18679,105228,21827,1575,101338"
744085,"9253,130003,5081,100185,102883"
6222029,"21,140439,109819,3588,21450,21087,120377,853,113415,101921,101338"
6353374,"101573,160181,97832,143,153629,101351"
511766,"140439,101291,21450,125367,5114,119661,21234,11061,101338,105333,112641"
389671,"9617,5680,141911,130003,154587,98861,154965,7791"
6675874,"109125,154384,99726,139359,161645,120209,153930,14753,162144,168139,10165,153,21184,114117,127412,1642,139821,20590,154965,151252,147103,104647"
6017045,"99420,934,3652,9756,1887,1889"
935461,"140960,113936,719,112788,21234,113415,117193,108430"
531911,"21709,21875,21776,124080,9136,99629,100668,19815"
369763,"467,97986,665,9253,20474,101922,14719,102883,21087,17205,1887,21827,20799,21355,20447"
6073551,"9253,140960,21202,130298,129201,108268"
6075119,"20954,108465,112301,101280,126357,20665,141852,124080,101348,114535,130298,101759,1575,21234,853,98659,99423,11061"
145759,"20993,21096,10408,1535,20829,21698,11739,16498,12189,853,20668,20464,934,21495,523,431,20447,6547,7054,4224,20992,20958,512,1889,21128"
366716,"110270,21776,131646,523,103275,21701,99457,163132"
5362564,"21,269,9253,10087,20159,3786,16498,21450,101348,21507,19,21234,11061,20799"
5125491,"21,101280,20605,20665,124410,125367,1735,131681,142329,1535,108511,21698,127230,97940,141391,132405,99750,20,113936,124080,21519,116742,140960,131573,105333"
5989568,"269,120120,132405,2001,5114,21507,97940,113415,11061,102883"
393420,"21058,20829,21051,20997,20605,8460,9919"
305383,"100661,101281,1195,105310,121,107441,101759,101338,101921,105857,101922,105333"
560527,"99420,15911,10165,5680,66,659,11079,7791"
372387,"21,20613,20605,13601,20474,14227,101922,21450,14719,102883,99578,11061,20799"
452826,"20997,20605,21459,100388,5114,21311,15809,114888,20789,87494,108430"
6186249,"104459,9253,245,21745,66,20751,578,3701,98478,486,889,154587,11061,17074"
5367248,"15583,124410,109963,109261,112641,21685,112609,100876,101291,116267,103139,21355,124080,21202,21519,119661,100722,126192,108632,19163,128712,101921,114232,98659"
321604,"21,20605,21087,11061,1535,97986,104578,9253,21459,10087,16498,105310,101167,21355,5114,101338,20789,101922,20447,20613,18679,20755,101348,102883,105333"
5971813,"457,17549,9969,99420,7785,1,205,113024,11741,101348,130003,7311,161645,19,12189,154587,11061,153518"
368360,"104276,112151,20992,16498,110354,20626,21827,113415,124845,20447"
134462,"21400,101302,101922,32,7311,101338,102883"
845761,"104578,110277,21459,20464,16498,20958,101759,99147,11757"
5370575,"21698,20464,20992,120697,117193"
5323115,"21,1,516,513,9919,530"
952222,"113538,125367,124194,101921,112641"
697515,"104578,1,21507,101759,12531,101921,21856"
661473,"98320,20829,21180,20993,21355,16498,108632,105333"
414764,"2001,1029,43,107912,338,32,949,101571,151,9756,30,47,440,202,513,5365,8795,18679,572,227,148149"
5251164,"99938,99420,15811,21295,66,14131,20454,8557,18617,11079,107208,3667,103119,109019,162780,112608,18619,20475,131516,116287,124115,100077,132420,104253"
765033,"20954,124153,20665,4898,21311,108430,104052,120120,877,16498,100388,21507,124845,98460,10161,30,113415,101922,108463,21827"
5234952,"1,572,437,30,32,339,164,512,440"
741922,"108465,101280,9253,101347,21196,21507,130003,129201,11757"
